source_pdf,appendix,table_no,table_type,age_range_label,age_min_months,age_max_months,source_pages,scale_code,raw_score,raw_score_min,raw_score_max,raw_score_range_text,development_age_months_label,development_age_months,development_age_comparator,composite_code,composite_name,standard_score_sum,standard_score_sum_label,value_text,value_comparator,value_number,ocr_status,ocr_raw_candidates
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,PSC,,26,26,26,82,82,=,,,,,26,,,OCR草稿，需人工校对,26
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,49,49,49,88,88,=,,,,,49,,,OCR草稿，需人工校对,49
PEP-3常模(2025).pdf,附表1,1,development_age_raw_score_range,,,,3,EL,,50,50,50,92,92,=,,,,,50,,,OCR草稿，需人工校对,50
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,0,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,0,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,0,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,0,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,1,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,1,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,1,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,1,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,2,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,2,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,2,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,2,,,,,,,,,,,239,=,239,OCR草稿，需人工校对,2 39
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,2,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,2,,,,,,,,,,,55,=,55,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,2,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,2,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,3,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,3,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,3,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,3,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,3,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18;18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,3,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,3,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,3,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,3,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,3,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,4,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,4,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,4,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,4,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27;27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,4,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,4,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,4,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,4,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,5,,,,,,,,,,,55,=,55,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,5,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,5,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36;36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,5,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,5,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,5,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,5,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,6,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,6,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,6,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36;36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,6,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,6,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,6,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,6,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,6,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,7,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,7,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,7,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64;64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,7,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,7,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,7,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,7,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,7,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,8,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,8,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,8,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82;82
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,8,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,8,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,8,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,8,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,8,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,8,,,,,,,,,,,55,=,55,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,9,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,9,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,9,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,9,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91;91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,9,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,9,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,9,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,9,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,9,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,9,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,9,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,10,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,10,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,10,,,,,,,,,,,18,=,18,OCR草稿，需人工校对,18
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,10,,,,,,,,,,,>99,>,99,OCR草稿，需人工校对,>99;>99
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,10,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,10,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,10,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,10,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,10,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,10,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,11,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,11,,,,,,,,,,,<9,<,9,OCR草稿，需人工校对,<9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,11,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,11,,,,,,,,,,,>99,>,99,OCR草稿，需人工校对,>99;>99
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,11,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,11,,,,,,,,,,,64,=,64,OCR草稿，需人工校对,64
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,11,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,11,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,11,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,11,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,11,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,12,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,12,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,12,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,12,,,,,,,,,,,>99,>,99,OCR草稿，需人工校对,>99;>99
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,12,,,,,,,,,,,27,=,27,OCR草稿，需人工校对,27
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,12,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,12,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,12,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,12,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,12,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,13,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,13,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,FM,13,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,13,,,,,,,,,,,45,=,45,OCR草稿，需人工校对,45
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,13,,,,,,,,,,,>99,>,99,OCR草稿，需人工校对,>99;>99
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,13,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,13,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CMB,13,,,,,,,,,,,9,=,9,OCR草稿，需人工校对,9
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVB,13,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PB,13,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,PSC,13,,,,,,,,,,,91,=,91,OCR草稿，需人工校对,91
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AB,13,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,CVP,14,,,,,,,,,,,36,=,36,OCR草稿，需人工校对,36
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,RL,14,,,,,,,,,,,73,=,73,OCR草稿，需人工校对,73
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,GM,14,,,,,,,,,,,55,=,55,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,VMI,14,,,,,,,,,,,>99,>,99,OCR草稿，需人工校对,>99;>99
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,AE,14,,,,,,,,,,,55,=,55,OCR草稿，需人工校对,55
PEP-3常模(2025).pdf,附表2,2.1,raw_score_to_percentile_rank,2岁0个月-2岁5个月,24,29,5,SR,14,,,,,,,,,,,82,=,82,OCR草稿，需人工校对,82
